"sector","year","scenario","region","pct_change"
"Agriculture",2028,"Warm/Wet","Samtskhe-Javakheti",-0.0769
"Industry",2028,"Warm/Wet","Samtskhe-Javakheti",-0.0245
"Services",2028,"Warm/Wet","Samtskhe-Javakheti",-0.006
"Agriculture",2028,"Warm/Wet","Ajaria",-1.345
"Industry",2028,"Warm/Wet","Ajaria",-0.2734
"Services",2028,"Warm/Wet","Ajaria",-0.079
"Agriculture",2028,"Warm/Wet","Kvemo Kartli",-0.3743
"Industry",2028,"Warm/Wet","Kvemo Kartli",-0.4027
"Services",2028,"Warm/Wet","Kvemo Kartli",-0.0836
"Agriculture",2028,"Warm/Wet","Guria",-2.8805
"Industry",2028,"Warm/Wet","Guria",-1.1779
"Services",2028,"Warm/Wet","Guria",-0.3323
"Agriculture",2028,"Warm/Wet","Tbilisi",-0.8628
"Industry",2028,"Warm/Wet","Tbilisi",-0.41
"Services",2028,"Warm/Wet","Tbilisi",-0.1102
"Agriculture",2028,"Warm/Wet","Imereti",-1.7096
"Industry",2028,"Warm/Wet","Imereti",-1.2428
"Services",2028,"Warm/Wet","Imereti",-0.2202
"Agriculture",2028,"Hot/Dry","Abkhazia",-1.4715
"Industry",2028,"Hot/Dry","Abkhazia",-0.6252
"Services",2028,"Hot/Dry","Abkhazia",-0.1584
"Agriculture",2028,"Hot/Dry","Samegrelo-Zemo Svaneti",-3.4435
"Industry",2028,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.8157
"Services",2028,"Hot/Dry","Samegrelo-Zemo Svaneti",-0.7686
"Agriculture",2028,"Hot/Dry","Shida Kartli",-0.3532
"Industry",2028,"Hot/Dry","Shida Kartli",-0.1239
"Services",2028,"Hot/Dry","Shida Kartli",-0.0256
"Agriculture",2028,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-1.6661
"Industry",2028,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-1.3347
"Services",2028,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.2371
"Agriculture",2028,"Hot/Dry","Mtskheta-Mtianeti",-0.5504
"Industry",2028,"Hot/Dry","Mtskheta-Mtianeti",-0.2943
"Services",2028,"Hot/Dry","Mtskheta-Mtianeti",-0.0509
"Agriculture",2028,"Hot/Dry","Kakheti",-1.8647
"Industry",2028,"Hot/Dry","Kakheti",-0.696
"Services",2028,"Hot/Dry","Kakheti",-0.2228
"Agriculture",2028,"Hot/Dry","Samtskhe-Javakheti",-0.1703
"Industry",2028,"Hot/Dry","Samtskhe-Javakheti",-0.0588
"Services",2028,"Hot/Dry","Samtskhe-Javakheti",-0.0147
"Agriculture",2028,"Hot/Dry","Ajaria",-1.4983
"Industry",2028,"Hot/Dry","Ajaria",-0.3137
"Services",2028,"Hot/Dry","Ajaria",-0.0955
"Agriculture",2028,"Hot/Dry","Kvemo Kartli",-0.683
"Industry",2028,"Hot/Dry","Kvemo Kartli",-0.7488
"Services",2028,"Hot/Dry","Kvemo Kartli",-0.1898
"Agriculture",2028,"Hot/Dry","Guria",-3.0541
"Industry",2028,"Hot/Dry","Guria",-1.3678
"Services",2028,"Hot/Dry","Guria",-0.4204
"Agriculture",2028,"Hot/Dry","Tbilisi",-1.4399
"Industry",2028,"Hot/Dry","Tbilisi",-0.7606
"Services",2028,"Hot/Dry","Tbilisi",-0.2469
"Agriculture",2028,"Hot/Dry","Imereti",-2.0113
"Industry",2028,"Hot/Dry","Imereti",-1.4575
"Services",2028,"Hot/Dry","Imereti",-0.3195
"Agriculture",2028,"Median","Abkhazia",-1.0384
"Industry",2028,"Median","Abkhazia",-0.4581
"Services",2028,"Median","Abkhazia",-0.1021
"Agriculture",2028,"Median","Samegrelo-Zemo Svaneti",-2.7024
"Industry",2028,"Median","Samegrelo-Zemo Svaneti",-1.3347
"Services",2028,"Median","Samegrelo-Zemo Svaneti",-0.5208
"Agriculture",2028,"Median","Shida Kartli",-0.1991
"Industry",2028,"Median","Shida Kartli",-0.0658
"Services",2028,"Median","Shida Kartli",-0.0119
"Agriculture",2028,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.1016
"Industry",2028,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.8552
"Services",2028,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.1146
"Agriculture",2028,"Median","Mtskheta-Mtianeti",-0.3456
"Industry",2028,"Median","Mtskheta-Mtianeti",-0.1741
"Services",2028,"Median","Mtskheta-Mtianeti",-0.0273
"Agriculture",2028,"Median","Kakheti",-1.6591
"Industry",2028,"Median","Kakheti",-0.549
"Services",2028,"Median","Kakheti",-0.1664
"Agriculture",2028,"Median","Samtskhe-Javakheti",-0.0619
"Industry",2028,"Median","Samtskhe-Javakheti",-0.0173
"Services",2028,"Median","Samtskhe-Javakheti",-0.0038
"Agriculture",2028,"Median","Ajaria",-0.9229
"Industry",2028,"Median","Ajaria",-0.1566
"Services",2028,"Median","Ajaria",-0.0433
"Agriculture",2028,"Median","Kvemo Kartli",-0.5026
"Industry",2028,"Median","Kvemo Kartli",-0.5456
"Services",2028,"Median","Kvemo Kartli",-0.1227
"Agriculture",2028,"Median","Guria",-2.3177
"Industry",2028,"Median","Guria",-0.9353
"Services",2028,"Median","Guria",-0.2477
"Agriculture",2028,"Median","Tbilisi",-1.1189
"Industry",2028,"Median","Tbilisi",-0.5545
"Services",2028,"Median","Tbilisi",-0.1619
"Agriculture",2028,"Median","Imereti",-1.3737
"Industry",2028,"Median","Imereti",-0.924
"Services",2028,"Median","Imereti",-0.1539
"Agriculture",2029,"Warm/Wet","Abkhazia",-1.1134
"Industry",2029,"Warm/Wet","Abkhazia",-0.5113
"Services",2029,"Warm/Wet","Abkhazia",-0.107
"Agriculture",2029,"Warm/Wet","Samegrelo-Zemo Svaneti",-2.8376
"Industry",2029,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.4455
"Services",2029,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.5647
"Agriculture",2029,"Warm/Wet","Shida Kartli",-0.2056
"Industry",2029,"Warm/Wet","Shida Kartli",-0.0737
"Services",2029,"Warm/Wet","Shida Kartli",-0.0151
"Agriculture",2029,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.234
"Industry",2029,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.9563
"Services",2029,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1463
"Agriculture",2029,"Warm/Wet","Mtskheta-Mtianeti",-0.319
"Industry",2029,"Warm/Wet","Mtskheta-Mtianeti",-0.1663
"Services",2029,"Warm/Wet","Mtskheta-Mtianeti",-0.0255
"Agriculture",2029,"Warm/Wet","Kakheti",-1.5616
"Industry",2029,"Warm/Wet","Kakheti",-0.5256
"Services",2029,"Warm/Wet","Kakheti",-0.1603
"Agriculture",2029,"Warm/Wet","Samtskhe-Javakheti",-0.0662
"Industry",2029,"Warm/Wet","Samtskhe-Javakheti",-0.0242
"Services",2029,"Warm/Wet","Samtskhe-Javakheti",-0.0055
"Agriculture",2029,"Warm/Wet","Ajaria",-1.0406
"Industry",2029,"Warm/Wet","Ajaria",-0.1875
"Services",2029,"Warm/Wet","Ajaria",-0.054
"Agriculture",2029,"Warm/Wet","Kvemo Kartli",-0.4361
"Industry",2029,"Warm/Wet","Kvemo Kartli",-0.4444
"Services",2029,"Warm/Wet","Kvemo Kartli",-0.1007
"Agriculture",2029,"Warm/Wet","Guria",-2.3986
"Industry",2029,"Warm/Wet","Guria",-0.9617
"Services",2029,"Warm/Wet","Guria",-0.2618
"Agriculture",2029,"Warm/Wet","Tbilisi",-0.9102
"Industry",2029,"Warm/Wet","Tbilisi",-0.4491
"Services",2029,"Warm/Wet","Tbilisi",-0.1313
"Agriculture",2029,"Warm/Wet","Imereti",-1.4503
"Industry",2029,"Warm/Wet","Imereti",-1.0345
"Services",2029,"Warm/Wet","Imereti",-0.1863
"Agriculture",2029,"Hot/Dry","Abkhazia",-1.8145
"Industry",2029,"Hot/Dry","Abkhazia",-0.8299
"Services",2029,"Hot/Dry","Abkhazia",-0.2073
"Agriculture",2029,"Hot/Dry","Samegrelo-Zemo Svaneti",-4.0601
"Industry",2029,"Hot/Dry","Samegrelo-Zemo Svaneti",-2.1299
"Services",2029,"Hot/Dry","Samegrelo-Zemo Svaneti",-0.8694
"Agriculture",2029,"Hot/Dry","Shida Kartli",-0.2304
"Industry",2029,"Hot/Dry","Shida Kartli",-0.0719
"Services",2029,"Hot/Dry","Shida Kartli",-0.0118
"Agriculture",2029,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-1.7637
"Industry",2029,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-1.5125
"Services",2029,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.2423
"Agriculture",2029,"Hot/Dry","Mtskheta-Mtianeti",-0.3943
"Industry",2029,"Hot/Dry","Mtskheta-Mtianeti",-0.209
"Services",2029,"Hot/Dry","Mtskheta-Mtianeti",-0.0287
"Agriculture",2029,"Hot/Dry","Kakheti",-1.7223
"Industry",2029,"Hot/Dry","Kakheti",-0.5906
"Services",2029,"Hot/Dry","Kakheti",-0.1716
"Agriculture",2029,"Hot/Dry","Samtskhe-Javakheti",-0.1002
"Industry",2029,"Hot/Dry","Samtskhe-Javakheti",-0.0351
"Services",2029,"Hot/Dry","Samtskhe-Javakheti",-0.0072
"Agriculture",2029,"Hot/Dry","Ajaria",-1.6439
"Industry",2029,"Hot/Dry","Ajaria",-0.3421
"Services",2029,"Hot/Dry","Ajaria",-0.0991
"Agriculture",2029,"Hot/Dry","Kvemo Kartli",-0.5529
"Industry",2029,"Hot/Dry","Kvemo Kartli",-0.5859
"Services",2029,"Hot/Dry","Kvemo Kartli",-0.1288
"Agriculture",2029,"Hot/Dry","Guria",-3.6531
"Industry",2029,"Hot/Dry","Guria",-1.5939
"Services",2029,"Hot/Dry","Guria",-0.4864
"Agriculture",2029,"Hot/Dry","Tbilisi",-1.2093
"Industry",2029,"Hot/Dry","Tbilisi",-0.595
"Services",2029,"Hot/Dry","Tbilisi",-0.1698
"Agriculture",2029,"Hot/Dry","Imereti",-2.2064
"Industry",2029,"Hot/Dry","Imereti",-1.6629
"Services",2029,"Hot/Dry","Imereti",-0.3201
"Agriculture",2029,"Median","Abkhazia",-0.8544
"Industry",2029,"Median","Abkhazia",-0.4108
"Services",2029,"Median","Abkhazia",-0.0845
"Agriculture",2029,"Median","Samegrelo-Zemo Svaneti",-2.18
"Industry",2029,"Median","Samegrelo-Zemo Svaneti",-1.0546
"Services",2029,"Median","Samegrelo-Zemo Svaneti",-0.356
"Agriculture",2029,"Median","Shida Kartli",-0.1508
"Industry",2029,"Median","Shida Kartli",-0.045
"Services",2029,"Median","Shida Kartli",-0.0072
"Agriculture",2029,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.9803
"Industry",2029,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.7179
"Services",2029,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.0972
"Agriculture",2029,"Median","Mtskheta-Mtianeti",-0.3349
"Industry",2029,"Median","Mtskheta-Mtianeti",-0.1638
"Services",2029,"Median","Mtskheta-Mtianeti",-0.0262
"Agriculture",2029,"Median","Kakheti",-1.4568
"Industry",2029,"Median","Kakheti",-0.4898
"Services",2029,"Median","Kakheti",-0.1422
"Agriculture",2029,"Median","Samtskhe-Javakheti",-0.0414
"Industry",2029,"Median","Samtskhe-Javakheti",-0.0108
"Services",2029,"Median","Samtskhe-Javakheti",-0.0022
"Agriculture",2029,"Median","Ajaria",-0.7623
"Industry",2029,"Median","Ajaria",-0.1355
"Services",2029,"Median","Ajaria",-0.0405
"Agriculture",2029,"Median","Kvemo Kartli",-0.4841
"Industry",2029,"Median","Kvemo Kartli",-0.4928
"Services",2029,"Median","Kvemo Kartli",-0.1092
"Agriculture",2029,"Median","Guria",-1.8258
"Industry",2029,"Median","Guria",-0.7152
"Services",2029,"Median","Guria",-0.1918
"Agriculture",2029,"Median","Tbilisi",-1.0337
"Industry",2029,"Median","Tbilisi",-0.4982
"Services",2029,"Median","Tbilisi",-0.1416
"Agriculture",2029,"Median","Imereti",-1.0971
"Industry",2029,"Median","Imereti",-0.7696
"Services",2029,"Median","Imereti",-0.1136
"Agriculture",2030,"Warm/Wet","Abkhazia",-1.6595
"Industry",2030,"Warm/Wet","Abkhazia",-0.7258
"Services",2030,"Warm/Wet","Abkhazia",-0.1682
"Agriculture",2030,"Warm/Wet","Samegrelo-Zemo Svaneti",-3.7119
"Industry",2030,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.7913
"Services",2030,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.6557
"Agriculture",2030,"Warm/Wet","Shida Kartli",-0.2757
"Industry",2030,"Warm/Wet","Shida Kartli",-0.0934
"Services",2030,"Warm/Wet","Shida Kartli",-0.0162
"Agriculture",2030,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.6353
"Industry",2030,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.092
"Services",2030,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.177
"Agriculture",2030,"Warm/Wet","Mtskheta-Mtianeti",-0.4562
"Industry",2030,"Warm/Wet","Mtskheta-Mtianeti",-0.2382
"Services",2030,"Warm/Wet","Mtskheta-Mtianeti",-0.033
"Agriculture",2030,"Warm/Wet","Kakheti",-2.1294
"Industry",2030,"Warm/Wet","Kakheti",-0.6848
"Services",2030,"Warm/Wet","Kakheti",-0.2102
"Agriculture",2030,"Warm/Wet","Samtskhe-Javakheti",-0.1016
"Industry",2030,"Warm/Wet","Samtskhe-Javakheti",-0.0326
"Services",2030,"Warm/Wet","Samtskhe-Javakheti",-0.0071
"Agriculture",2030,"Warm/Wet","Ajaria",-1.7992
"Industry",2030,"Warm/Wet","Ajaria",-0.3726
"Services",2030,"Warm/Wet","Ajaria",-0.1117
"Agriculture",2030,"Warm/Wet","Kvemo Kartli",-0.622
"Industry",2030,"Warm/Wet","Kvemo Kartli",-0.6197
"Services",2030,"Warm/Wet","Kvemo Kartli",-0.1383
"Agriculture",2030,"Warm/Wet","Guria",-3.4504
"Industry",2030,"Warm/Wet","Guria",-1.4339
"Services",2030,"Warm/Wet","Guria",-0.4217
"Agriculture",2030,"Warm/Wet","Tbilisi",-1.2997
"Industry",2030,"Warm/Wet","Tbilisi",-0.6282
"Services",2030,"Warm/Wet","Tbilisi",-0.1794
"Agriculture",2030,"Warm/Wet","Imereti",-1.9391
"Industry",2030,"Warm/Wet","Imereti",-1.2137
"Services",2030,"Warm/Wet","Imereti",-0.231
"Agriculture",2030,"Hot/Dry","Abkhazia",-3.2626
"Industry",2030,"Hot/Dry","Abkhazia",-1.5398
"Services",2030,"Hot/Dry","Abkhazia",-0.4777
"Agriculture",2030,"Hot/Dry","Samegrelo-Zemo Svaneti",-6.1008
"Industry",2030,"Hot/Dry","Samegrelo-Zemo Svaneti",-3.5149
"Services",2030,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.6231
"Agriculture",2030,"Hot/Dry","Shida Kartli",-0.9034
"Industry",2030,"Hot/Dry","Shida Kartli",-0.3428
"Services",2030,"Hot/Dry","Shida Kartli",-0.0853
"Agriculture",2030,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.2864
"Industry",2030,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.7083
"Services",2030,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.5901
"Agriculture",2030,"Hot/Dry","Mtskheta-Mtianeti",-1.404
"Industry",2030,"Hot/Dry","Mtskheta-Mtianeti",-0.7843
"Services",2030,"Hot/Dry","Mtskheta-Mtianeti",-0.1718
"Agriculture",2030,"Hot/Dry","Kakheti",-3.8641
"Industry",2030,"Hot/Dry","Kakheti",-1.6339
"Services",2030,"Hot/Dry","Kakheti",-0.6154
"Agriculture",2030,"Hot/Dry","Samtskhe-Javakheti",-0.3913
"Industry",2030,"Hot/Dry","Samtskhe-Javakheti",-0.1516
"Services",2030,"Hot/Dry","Samtskhe-Javakheti",-0.045
"Agriculture",2030,"Hot/Dry","Ajaria",-2.9399
"Industry",2030,"Hot/Dry","Ajaria",-0.8177
"Services",2030,"Hot/Dry","Ajaria",-0.2827
"Agriculture",2030,"Hot/Dry","Kvemo Kartli",-1.4551
"Industry",2030,"Hot/Dry","Kvemo Kartli",-1.6804
"Services",2030,"Hot/Dry","Kvemo Kartli",-0.5004
"Agriculture",2030,"Hot/Dry","Guria",-5.4286
"Industry",2030,"Hot/Dry","Guria",-2.6663
"Services",2030,"Hot/Dry","Guria",-0.9377
"Agriculture",2030,"Hot/Dry","Tbilisi",-2.987
"Industry",2030,"Hot/Dry","Tbilisi",-1.7092
"Services",2030,"Hot/Dry","Tbilisi",-0.6461
"Agriculture",2030,"Hot/Dry","Imereti",-3.8401
"Industry",2030,"Hot/Dry","Imereti",-2.9306
"Services",2030,"Hot/Dry","Imereti",-0.7456
"Agriculture",2030,"Median","Abkhazia",-0.8073
"Industry",2030,"Median","Abkhazia",-0.3837
"Services",2030,"Median","Abkhazia",-0.0762
"Agriculture",2030,"Median","Samegrelo-Zemo Svaneti",-2.2603
"Industry",2030,"Median","Samegrelo-Zemo Svaneti",-1.116
"Services",2030,"Median","Samegrelo-Zemo Svaneti",-0.4233
"Agriculture",2030,"Median","Shida Kartli",-0.4705
"Industry",2030,"Median","Shida Kartli",-0.1688
"Services",2030,"Median","Shida Kartli",-0.0399
"Agriculture",2030,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.4139
"Industry",2030,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.9224
"Services",2030,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.1869
"Agriculture",2030,"Median","Mtskheta-Mtianeti",-0.9021
"Industry",2030,"Median","Mtskheta-Mtianeti",-0.518
"Services",2030,"Median","Mtskheta-Mtianeti",-0.1088
"Agriculture",2030,"Median","Kakheti",-2.9938
"Industry",2030,"Median","Kakheti",-1.2075
"Services",2030,"Median","Kakheti",-0.4504
"Agriculture",2030,"Median","Samtskhe-Javakheti",-0.145
"Industry",2030,"Median","Samtskhe-Javakheti",-0.0391
"Services",2030,"Median","Samtskhe-Javakheti",-0.0102
"Agriculture",2030,"Median","Ajaria",-0.7459
"Industry",2030,"Median","Ajaria",-0.1078
"Services",2030,"Median","Ajaria",-0.0348
"Agriculture",2030,"Median","Kvemo Kartli",-1.0795
"Industry",2030,"Median","Kvemo Kartli",-1.2092
"Services",2030,"Median","Kvemo Kartli",-0.3522
"Agriculture",2030,"Median","Guria",-1.8678
"Industry",2030,"Median","Guria",-0.7399
"Services",2030,"Median","Guria",-0.206
"Agriculture",2030,"Median","Tbilisi",-2.2113
"Industry",2030,"Median","Tbilisi",-1.2271
"Services",2030,"Median","Tbilisi",-0.4515
"Agriculture",2030,"Median","Imereti",-1.3181
"Industry",2030,"Median","Imereti",-0.9368
"Services",2030,"Median","Imereti",-0.1747
"Agriculture",2031,"Warm/Wet","Abkhazia",-1.3878
"Industry",2031,"Warm/Wet","Abkhazia",-0.6632
"Services",2031,"Warm/Wet","Abkhazia",-0.1547
"Agriculture",2031,"Warm/Wet","Samegrelo-Zemo Svaneti",-3.3628
"Industry",2031,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.7423
"Services",2031,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.725
"Agriculture",2031,"Warm/Wet","Shida Kartli",-0.4831
"Industry",2031,"Warm/Wet","Shida Kartli",-0.1784
"Services",2031,"Warm/Wet","Shida Kartli",-0.0428
"Agriculture",2031,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.8533
"Industry",2031,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.3497
"Services",2031,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.2687
"Agriculture",2031,"Warm/Wet","Mtskheta-Mtianeti",-0.8653
"Industry",2031,"Warm/Wet","Mtskheta-Mtianeti",-0.5303
"Services",2031,"Warm/Wet","Mtskheta-Mtianeti",-0.1037
"Agriculture",2031,"Warm/Wet","Kakheti",-2.8788
"Industry",2031,"Warm/Wet","Kakheti",-1.1272
"Services",2031,"Warm/Wet","Kakheti",-0.4235
"Agriculture",2031,"Warm/Wet","Samtskhe-Javakheti",-0.2151
"Industry",2031,"Warm/Wet","Samtskhe-Javakheti",-0.076
"Services",2031,"Warm/Wet","Samtskhe-Javakheti",-0.0223
"Agriculture",2031,"Warm/Wet","Ajaria",-1.348
"Industry",2031,"Warm/Wet","Ajaria",-0.2783
"Services",2031,"Warm/Wet","Ajaria",-0.0891
"Agriculture",2031,"Warm/Wet","Kvemo Kartli",-1.0267
"Industry",2031,"Warm/Wet","Kvemo Kartli",-1.1979
"Services",2031,"Warm/Wet","Kvemo Kartli",-0.3502
"Agriculture",2031,"Warm/Wet","Guria",-2.9207
"Industry",2031,"Warm/Wet","Guria",-1.273
"Services",2031,"Warm/Wet","Guria",-0.3981
"Agriculture",2031,"Warm/Wet","Tbilisi",-2.1621
"Industry",2031,"Warm/Wet","Tbilisi",-1.2194
"Services",2031,"Warm/Wet","Tbilisi",-0.452
"Agriculture",2031,"Warm/Wet","Imereti",-2.0392
"Industry",2031,"Warm/Wet","Imereti",-1.4422
"Services",2031,"Warm/Wet","Imereti",-0.3078
"Agriculture",2031,"Hot/Dry","Abkhazia",-1.9697
"Industry",2031,"Hot/Dry","Abkhazia",-0.8941
"Services",2031,"Hot/Dry","Abkhazia",-0.2243
"Agriculture",2031,"Hot/Dry","Samegrelo-Zemo Svaneti",-4.3384
"Industry",2031,"Hot/Dry","Samegrelo-Zemo Svaneti",-2.2618
"Services",2031,"Hot/Dry","Samegrelo-Zemo Svaneti",-0.9159
"Agriculture",2031,"Hot/Dry","Shida Kartli",-0.341
"Industry",2031,"Hot/Dry","Shida Kartli",-0.1194
"Services",2031,"Hot/Dry","Shida Kartli",-0.0231
"Agriculture",2031,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-1.8733
"Industry",2031,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-1.495
"Services",2031,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.2391
"Agriculture",2031,"Hot/Dry","Mtskheta-Mtianeti",-0.5616
"Industry",2031,"Hot/Dry","Mtskheta-Mtianeti",-0.2987
"Services",2031,"Hot/Dry","Mtskheta-Mtianeti",-0.0468
"Agriculture",2031,"Hot/Dry","Kakheti",-2.1757
"Industry",2031,"Hot/Dry","Kakheti",-0.7655
"Services",2031,"Hot/Dry","Kakheti",-0.2407
"Agriculture",2031,"Hot/Dry","Samtskhe-Javakheti",-0.1129
"Industry",2031,"Hot/Dry","Samtskhe-Javakheti",-0.0406
"Services",2031,"Hot/Dry","Samtskhe-Javakheti",-0.01
"Agriculture",2031,"Hot/Dry","Ajaria",-1.7954
"Industry",2031,"Hot/Dry","Ajaria",-0.3728
"Services",2031,"Hot/Dry","Ajaria",-0.1146
"Agriculture",2031,"Hot/Dry","Kvemo Kartli",-0.6786
"Industry",2031,"Hot/Dry","Kvemo Kartli",-0.7752
"Services",2031,"Hot/Dry","Kvemo Kartli",-0.1813
"Agriculture",2031,"Hot/Dry","Guria",-3.8465
"Industry",2031,"Hot/Dry","Guria",-1.6997
"Services",2031,"Hot/Dry","Guria",-0.5244
"Agriculture",2031,"Hot/Dry","Tbilisi",-1.5392
"Industry",2031,"Hot/Dry","Tbilisi",-0.7902
"Services",2031,"Hot/Dry","Tbilisi",-0.2405
"Agriculture",2031,"Hot/Dry","Imereti",-2.1798
"Industry",2031,"Hot/Dry","Imereti",-1.605
"Services",2031,"Hot/Dry","Imereti",-0.2934
"Agriculture",2031,"Median","Abkhazia",-1.3856
"Industry",2031,"Median","Abkhazia",-0.6859
"Services",2031,"Median","Abkhazia",-0.1563
"Agriculture",2031,"Median","Samegrelo-Zemo Svaneti",-3.1898
"Industry",2031,"Median","Samegrelo-Zemo Svaneti",-1.6432
"Services",2031,"Median","Samegrelo-Zemo Svaneti",-0.6397
"Agriculture",2031,"Median","Shida Kartli",-0.5763
"Industry",2031,"Median","Shida Kartli",-0.22
"Services",2031,"Median","Shida Kartli",-0.0559
"Agriculture",2031,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.7955
"Industry",2031,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.3079
"Services",2031,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.2534
"Agriculture",2031,"Median","Mtskheta-Mtianeti",-1.0484
"Industry",2031,"Median","Mtskheta-Mtianeti",-0.647
"Services",2031,"Median","Mtskheta-Mtianeti",-0.1424
"Agriculture",2031,"Median","Kakheti",-3.3053
"Industry",2031,"Median","Kakheti",-1.4998
"Services",2031,"Median","Kakheti",-0.6347
"Agriculture",2031,"Median","Samtskhe-Javakheti",-0.2122
"Industry",2031,"Median","Samtskhe-Javakheti",-0.0675
"Services",2031,"Median","Samtskhe-Javakheti",-0.0189
"Agriculture",2031,"Median","Ajaria",-1.2265
"Industry",2031,"Median","Ajaria",-0.2078
"Services",2031,"Median","Ajaria",-0.0609
"Agriculture",2031,"Median","Kvemo Kartli",-1.1842
"Industry",2031,"Median","Kvemo Kartli",-1.3775
"Services",2031,"Median","Kvemo Kartli",-0.4359
"Agriculture",2031,"Median","Guria",-2.7653
"Industry",2031,"Median","Guria",-1.2071
"Services",2031,"Median","Guria",-0.3541
"Agriculture",2031,"Median","Tbilisi",-2.3588
"Industry",2031,"Median","Tbilisi",-1.3969
"Services",2031,"Median","Tbilisi",-0.5547
"Agriculture",2031,"Median","Imereti",-1.9555
"Industry",2031,"Median","Imereti",-1.3841
"Services",2031,"Median","Imereti",-0.3025
"Agriculture",2032,"Warm/Wet","Abkhazia",-1.8136
"Industry",2032,"Warm/Wet","Abkhazia",-0.821
"Services",2032,"Warm/Wet","Abkhazia",-0.2059
"Agriculture",2032,"Warm/Wet","Samegrelo-Zemo Svaneti",-3.7009
"Industry",2032,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.8496
"Services",2032,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.7106
"Agriculture",2032,"Warm/Wet","Shida Kartli",-0.2334
"Industry",2032,"Warm/Wet","Shida Kartli",-0.0715
"Services",2032,"Warm/Wet","Shida Kartli",-0.0129
"Agriculture",2032,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.4253
"Industry",2032,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.1144
"Services",2032,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.152
"Agriculture",2032,"Warm/Wet","Mtskheta-Mtianeti",-0.5027
"Industry",2032,"Warm/Wet","Mtskheta-Mtianeti",-0.2725
"Services",2032,"Warm/Wet","Mtskheta-Mtianeti",-0.0449
"Agriculture",2032,"Warm/Wet","Kakheti",-2.4688
"Industry",2032,"Warm/Wet","Kakheti",-0.831
"Services",2032,"Warm/Wet","Kakheti",-0.2733
"Agriculture",2032,"Warm/Wet","Samtskhe-Javakheti",-0.0878
"Industry",2032,"Warm/Wet","Samtskhe-Javakheti",-0.0279
"Services",2032,"Warm/Wet","Samtskhe-Javakheti",-0.0059
"Agriculture",2032,"Warm/Wet","Ajaria",-1.7192
"Industry",2032,"Warm/Wet","Ajaria",-0.3456
"Services",2032,"Warm/Wet","Ajaria",-0.1001
"Agriculture",2032,"Warm/Wet","Kvemo Kartli",-0.7297
"Industry",2032,"Warm/Wet","Kvemo Kartli",-0.7204
"Services",2032,"Warm/Wet","Kvemo Kartli",-0.173
"Agriculture",2032,"Warm/Wet","Guria",-3.3075
